YEAR,MO,DY,HR,PS,WS50M,RH2M,PRECTOTCORR,T2M
2014,6,14,9,93.7,6.7,54.31,0.24,29.92
2014,6,14,10,93.66,7.12,49.69,0.25,31.2
2014,6,14,11,93.61,7.61,47.56,0.24,31.99
2014,6,14,12,93.56,8.12,46.75,0.29,32.33
2014,6,14,13,93.51,8.6,47.5,0.35,32.22
2014,6,14,14,93.48,9.02,49.75,0.34,31.63
2014,6,14,15,93.47,9.32,53.19,0.28,30.63
2014,6,14,16,93.49,9.44,57.62,0.15,29.3
2014,6,14,17,93.53,9.33,63.5,0.11,27.72
2014,6,14,18,93.59,8.52,72.25,0.13,25.99
2014,6,14,19,93.65,7.42,81.88,0.23,24.82
2014,6,14,20,93.7,6.67,87.62,0.26,24.31
2014,6,14,21,93.73,6.28,90.19,0.22,24.08
2014,6,14,22,93.73,6.24,91.19,0.18,23.92
2014,6,14,23,93.68,6.32,91.88,0.17,23.74
2014,6,15,0,93.62,6.3,92.56,0.15,23.56
2014,6,15,1,93.55,6.57,92.94,0.15,23.45
2014,6,15,2,93.51,6.83,93.06,0.18,23.31
2014,6,15,3,93.5,6.94,93.38,0.19,23.2
2014,6,15,4,93.53,7.2,93.38,0.2,23.09
2014,6,15,5,93.57,7.22,93.69,0.2,23.05
2014,6,15,6,93.64,7.85,88.25,0.23,23.94
2014,6,15,7,93.7,8.54,77.12,0.26,25.61
2014,6,15,8,93.74,8.57,66.94,0.19,27.35
2014,6,15,9,93.74,8.49,60.12,0.23,28.92
2014,6,15,10,93.71,8.6,55.69,0.4,30.15
2014,6,15,11,93.65,8.92,52.94,0.32,31.01
2014,6,15,12,93.58,9.31,51.19,0.33,31.52
2014,6,15,13,93.51,9.71,50.88,0.29,31.5
2014,6,15,14,93.46,10.14,52.38,0.24,30.94
2014,6,15,15,93.44,10.35,55,0.19,30.04
2014,6,15,16,93.45,10.27,58.81,0.18,28.82
2014,6,15,17,93.49,9.95,64.12,0.16,27.48
2014,6,15,18,93.54,8.86,73.69,0.15,25.81
2014,6,15,19,93.59,7.69,84.62,0.19,24.62
2014,6,15,20,93.62,7.25,89.5,0.23,24.24
2014,6,15,21,93.65,7.19,90.62,0.22,24.04
2014,6,15,22,93.63,6.96,91.75,0.17,23.83
2014,6,15,23,93.58,6.37,93.25,0.14,23.73
2014,6,16,0,93.51,6.49,93.69,0.14,23.7
2014,6,16,1,93.47,7.05,93.44,0.13,23.61
2014,6,16,2,93.43,6.75,94.06,0.16,23.65
2014,6,16,3,93.41,6.58,94.75,0.19,23.8
2014,6,16,4,93.41,6.71,94.94,0.25,23.98
2014,6,16,5,93.43,6.81,94.94,0.31,24.12
2014,6,16,6,93.48,7.7,90.25,0.4,24.94
2014,6,16,7,93.51,9.21,77.75,0.64,26.53
2014,6,16,8,93.53,9.58,67.06,0.36,28.29
2014,6,16,9,93.54,9.91,60.88,0.5,29.67
2014,6,16,10,93.51,10.24,55.69,0.58,30.97
2014,6,16,11,93.46,10.68,53.31,0.59,31.51
2014,6,16,12,93.41,11.15,55.12,0.56,31.04
2014,6,16,13,93.37,11.43,56.69,0.5,30.73
2014,6,16,14,93.32,11.42,57,0.45,30.43
2014,6,16,15,93.31,11.27,60.06,0.36,29.44
2014,6,16,16,93.33,10.98,65.06,0.31,28.21
2014,6,16,17,93.37,10.26,72.81,0.25,26.76
2014,6,16,18,93.42,8.7,82.69,0.22,25.28
2014,6,16,19,93.49,7.46,89.69,0.3,24.51
2014,6,16,20,93.53,7.16,91.94,0.29,24.33
2014,6,16,21,93.55,7.11,93,0.26,24.19
2014,6,16,22,93.55,7.55,93.31,0.27,24.02
2014,6,16,23,93.49,7.87,93.5,0.24,23.81
2014,6,17,0,93.43,8.14,93.88,0.25,23.62
2014,6,17,1,93.38,8.27,93.75,0.3,23.44
2014,6,17,2,93.34,8.21,93.75,0.33,23.3
2014,6,17,3,93.35,7.8,93.88,0.38,23.21
2014,6,17,4,93.4,6.99,94.25,0.34,23.1
2014,6,17,5,93.46,6.54,94,0.22,23.05
2014,6,17,6,93.53,6.72,89,0.15,23.9
2014,6,17,7,93.58,7.6,78.81,0.15,25.44
2014,6,17,8,93.61,8,68.44,0.02,27.18
2014,6,17,9,93.62,8.27,61,0.02,28.8
2014,6,17,10,93.59,8.64,56.19,0.04,30.08
2014,6,17,11,93.53,9.07,53.19,0.05,30.99
2014,6,17,12,93.45,9.44,51.56,0.06,31.48
2014,6,17,13,93.37,9.69,51.19,0.06,31.58
2014,6,17,14,93.32,9.92,52.19,0.06,31.14
2014,6,17,15,93.3,9.98,54.75,0.04,30.19
2014,6,17,16,93.31,9.83,58.94,0.03,28.9
2014,6,17,17,93.35,9.43,64.81,0.02,27.4
2014,6,17,18,93.42,8.39,73.75,0.02,25.7
2014,6,17,19,93.48,7.19,82.25,0.02,24.56
2014,6,17,20,93.52,6.52,86.69,0.01,24.07
2014,6,17,21,93.54,6.04,88.88,0.01,23.8
2014,6,17,22,93.53,6.09,89.69,0.01,23.65
2014,6,17,23,93.48,6.35,90.38,0.01,23.51
2014,6,18,0,93.4,6.45,91.56,0.01,23.33
2014,6,18,1,93.34,6.45,92.88,0.01,23.16
2014,6,18,2,93.3,6.87,93.19,0.01,23.08
2014,6,18,3,93.28,6.43,94.25,0.01,22.93
2014,6,18,4,93.3,6.73,94.12,0.01,22.86
2014,6,18,5,93.34,6.55,94.12,0.01,22.84
2014,6,18,6,93.39,7.28,86.75,0.01,23.98
2014,6,18,7,93.42,8.1,74.69,0.01,25.88
2014,6,18,8,93.43,8.45,64.62,0.04,27.73
2014,6,18,9,93.41,8.86,57.94,0.05,29.38
2014,6,18,10,93.37,9.32,53.62,0.07,30.73
2014,6,18,11,93.31,9.79,50.69,0.09,31.67
2014,6,18,12,93.24,10.1,49.44,0.11,32.06
2014,6,18,13,93.19,10.22,49.94,0.13,31.9
2014,6,18,14,93.15,10.41,51.38,0.14,31.37
2014,6,18,15,93.15,10.59,53.88,0.11,30.48
2014,6,18,16,93.16,10.47,57.69,0.06,29.23
2014,6,18,17,93.2,10.03,63.31,0.03,27.73
2014,6,18,18,93.25,8.77,72.56,0.04,26.04
2014,6,18,19,93.31,7.41,82.94,0.03,24.83
2014,6,18,20,93.34,6.75,88.12,0.04,24.37
2014,6,18,21,93.35,6.39,90.31,0.04,24.1
2014,6,18,22,93.34,6.42,91.19,0.04,24.01
2014,6,18,23,93.28,6.77,91.38,0.05,23.87
2014,6,19,0,93.22,6.69,92.31,0.05,23.69
2014,6,19,1,93.15,7.19,92.31,0.06,23.57
2014,6,19,2,93.11,7.08,93,0.06,23.36
2014,6,19,3,93.1,6.89,93.81,0.07,23.25
2014,6,19,4,93.11,6.79,94.19,0.08,23.23
2014,6,19,5,93.16,6.78,94.06,0.09,23.35
2014,6,19,6,93.23,7.84,89,0.09,24.2
2014,6,19,7,93.28,8.73,79.19,0.11,25.6
2014,6,19,8,93.32,8.95,68.44,0.11,27.44
2014,6,19,9,93.31,8.95,60.5,0.14,29.15
2014,6,19,10,93.29,9.03,55.12,0.2,30.49
2014,6,19,11,93.24,9.25,51.62,0.23,31.46
2014,6,19,12,93.18,9.58,50.31,0.26,31.76
2014,6,19,13,93.13,9.83,51.12,0.25,31.44
2014,6,19,14,93.11,10.04,53.94,0.25,30.48
2014,6,19,15,93.12,10.08,57.69,0.22,29.29
2014,6,19,16,93.16,9.88,62.31,0.15,28.08
2014,6,19,17,93.21,9.45,69.62,0.11,26.62
2014,6,19,18,93.26,8.64,78.88,0.07,25.26
2014,6,19,19,93.32,7.81,86,0.06,24.54
2014,6,19,20,93.38,7.6,88.81,0.05,24.26
2014,6,19,21,93.41,7.38,89.88,0.04,24.08
2014,6,19,22,93.42,7.42,90.62,0.04,23.93
2014,6,19,23,93.37,7.8,91.19,0.05,23.76
2014,6,20,0,93.32,8.09,91.44,0.05,23.61
2014,6,20,1,93.27,8.14,91.88,0.05,23.47
2014,6,20,2,93.23,8.23,92.31,0.05,23.32
2014,6,20,3,93.22,8.27,92.75,0.04,23.22
2014,6,20,4,93.24,8.1,93.31,0.06,23.12
2014,6,20,5,93.28,7.82,93.69,0.04,23.12
2014,6,20,6,93.33,8.57,89.81,0.05,23.93
2014,6,20,7,93.38,9.76,79.69,0.06,25.51
2014,6,20,8,93.42,10.18,69,0.03,27.3
2014,6,20,9,93.43,10.47,61.94,0.07,28.8
2014,6,20,10,93.41,10.85,56.25,0.08,30.2
2014,6,20,11,93.37,11.03,53.5,0.11,30.87
2014,6,20,12,93.32,11.1,53.31,0.12,30.96
2014,6,20,13,93.27,11.23,53.88,0.11,30.8
2014,6,20,14,93.24,11.41,54.06,0.09,30.48
2014,6,20,15,93.23,11.5,56.12,0.07,29.69
2014,6,20,16,93.25,11.4,59.62,0.05,28.58
2014,6,20,17,93.3,10.92,65.62,0.02,27.09
2014,6,20,18,93.38,9.76,77.12,0.02,25.3
2014,6,20,19,93.45,8.58,86.12,0.01,24.36
2014,6,20,20,93.51,8.19,89.12,0.01,24.12
2014,6,20,21,93.56,8.36,90.38,0.01,23.87
2014,6,20,22,93.56,8.37,90.94,0.01,23.82
2014,6,20,23,93.51,8.94,91.38,0.01,23.8
2014,6,21,0,93.45,9.27,91.88,0.01,23.71
2014,6,21,1,93.39,9.43,92.19,0.02,23.61
2014,6,21,2,93.36,9.52,92.62,0.02,23.45
2014,6,21,3,93.35,9.41,93.19,0.02,23.3
2014,6,21,4,93.37,9.24,93.5,0.02,23.24
2014,6,21,5,93.41,9.28,93.5,0.02,23.21
2014,6,21,6,93.47,10.06,88.75,0.02,24
2014,6,21,7,93.54,11.07,77.75,0.03,25.62
2014,6,21,8,93.59,11.21,66.94,0.01,27.46
2014,6,21,9,93.62,11.15,59.06,0,29.12
2014,6,21,10,93.62,11.05,53.75,0,30.5
2014,6,21,11,93.59,11.04,50.31,0,31.45
2014,6,21,12,93.54,11.03,49.06,0,31.76
2014,6,21,13,93.5,11.02,49.25,0.01,31.68
2014,6,21,14,93.47,11.18,50.12,0.01,31.25
2014,6,21,15,93.46,11.28,52.25,0,30.44
2014,6,21,16,93.5,11.19,56.25,0,29.2
2014,6,21,17,93.56,11.01,64.38,0,27.53
2014,6,21,18,93.64,10.14,75.44,0,25.73
2014,6,21,19,93.7,9.46,84.94,0,24.6
2014,6,21,20,93.77,8.85,88.38,0,24.21
2014,6,21,21,93.8,8.81,89.81,0,24.08
2014,6,21,22,93.8,9.22,90.06,0,23.92
2014,6,21,23,93.76,9.02,91.06,0,23.69
2014,6,22,0,93.7,9.09,91.5,0,23.58
2014,6,22,1,93.65,8.97,91.69,0,23.41
2014,6,22,2,93.62,8.9,92,0,23.26
2014,6,22,3,93.62,8.85,92.62,0,23.2
2014,6,22,4,93.64,8.97,92.75,0,23.19
2014,6,22,5,93.69,9.16,92.81,0,23.2
2014,6,22,6,93.75,10.43,88.12,0,23.92
2014,6,22,7,93.81,11.34,77.81,0,25.4
2014,6,22,8,93.84,11.15,67,0,27.38
2014,6,22,9,93.84,10.93,59.12,0,29.23
2014,6,22,10,93.82,10.7,54.06,0,30.55
2014,6,22,11,93.78,10.5,50.25,0,31.51
2014,6,22,12,93.73,10.54,49.25,0,31.84
2014,6,22,13,93.69,10.72,48.62,0,31.93
2014,6,22,14,93.66,10.92,50.12,0,31.28
2014,6,22,15,93.66,11.16,52.75,0,30.37
2014,6,22,16,93.69,11.27,56.81,0,29.16
2014,6,22,17,93.74,11.08,64.06,0,27.57
2014,6,22,18,93.8,10.17,75.19,0,25.68
2014,6,22,19,93.86,9.35,84.75,0,24.51
2014,6,22,20,93.91,8.8,88.38,0,24.08
2014,6,22,21,93.95,8.31,89.94,0,23.9
2014,6,22,22,93.94,8.1,91.06,0,23.74
2014,6,22,23,93.89,8.47,91.44,0,23.6
2014,6,23,0,93.84,8.49,92.06,0,23.43
2014,6,23,1,93.78,8.54,92.69,0,23.33
2014,6,23,2,93.73,8.65,92.94,0,23.25
2014,6,23,3,93.72,8.64,93.12,0,23.13
2014,6,23,4,93.73,8.31,93.62,0,23.01
2014,6,23,5,93.76,8.19,94.19,0,23.06
2014,6,23,6,93.81,9.74,87.88,0,24.05
2014,6,23,7,93.85,10.56,75.81,0,25.8
2014,6,23,8,93.88,10.49,65.44,0,27.74
2014,6,23,9,93.89,10.34,58.19,0.01,29.37
2014,6,23,10,93.86,10.17,54.38,0.01,30.51
2014,6,23,11,93.81,10.12,51.19,0.01,31.51
2014,6,23,12,93.73,10.13,50.31,0.01,31.95
2014,6,23,13,93.68,10.14,50.38,0.01,31.96
2014,6,23,14,93.65,10.54,51.56,0.01,31.4
2014,6,23,15,93.65,11.06,54.19,0.01,30.36
2014,6,23,16,93.67,11.28,58.81,0.01,28.95
2014,6,23,17,93.7,11.24,65.94,0,27.26
2014,6,23,18,93.73,10.56,75.25,0,25.55
2014,6,23,19,93.77,9.67,85.06,0,24.4
2014,6,23,20,93.81,9.42,88.12,0,24.15
2014,6,23,21,93.83,9.03,88.81,0,23.93
2014,6,23,22,93.81,8.32,91,0,23.66
2014,6,23,23,93.75,8.53,91.56,0,23.42
2014,6,24,0,93.68,8.46,92.31,0,23.21
2014,6,24,1,93.61,8.45,92.94,0,23.19
2014,6,24,2,93.57,8.66,93.12,0,23.17
2014,6,24,3,93.55,8.38,93.62,0,23
2014,6,24,4,93.57,7.91,94.5,0,22.87
2014,6,24,5,93.61,8.02,94.19,0.01,22.94
2014,6,24,6,93.66,8.89,87.12,0,23.87
2014,6,24,7,93.71,9.19,74.81,0,25.7
2014,6,24,8,93.74,9.11,63.56,0,27.81
2014,6,24,9,93.73,9.24,56.75,0,29.53
2014,6,24,10,93.7,9.52,52.06,0,30.9
2014,6,24,11,93.64,9.87,49.62,0,31.73
2014,6,24,12,93.56,10.28,48.44,0,32.08
2014,6,24,13,93.5,10.56,48.12,0,32.01
2014,6,24,14,93.47,11.02,49.81,0,31.41
2014,6,24,15,93.46,11.48,53.25,0,30.39
2014,6,24,16,93.47,11.61,58.56,0,28.98
2014,6,24,17,93.52,11.37,64.75,0,27.32
2014,6,24,18,93.58,10.34,73.69,0,25.48
2014,6,24,19,93.64,9.3,82.75,0,24.34
2014,6,24,20,93.68,8.56,86.75,0,23.88
2014,6,24,21,93.7,7.95,88.94,0,23.66
2014,6,24,22,93.69,7.66,90.12,0,23.54
2014,6,24,23,93.65,7.79,90.25,0,23.43
2014,6,25,0,93.58,7.65,91.12,0,23.21
2014,6,25,1,93.53,7.69,91.56,0,23.06
2014,6,25,2,93.5,7.65,92.12,0,22.89
2014,6,25,3,93.49,7.38,93.5,0,22.63
2014,6,25,4,93.5,7.2,94.25,0,22.51
2014,6,25,5,93.53,7.08,94.19,0,22.52
2014,6,25,6,93.59,8.43,85.56,0,23.75
2014,6,25,7,93.63,9.49,72.19,0,25.76
2014,6,25,8,93.66,9.48,62.31,0,27.73
2014,6,25,9,93.67,9.39,55.5,0,29.52
2014,6,25,10,93.67,9.34,50.62,0,30.98
2014,6,25,11,93.63,9.4,47.69,0,31.87
2014,6,25,12,93.58,9.42,45.88,0,32.32
2014,6,25,13,93.54,9.46,46.56,0,32.22
2014,6,25,14,93.52,9.68,48.5,0,31.71
2014,6,25,15,93.51,9.89,51.56,0,30.75
2014,6,25,16,93.54,9.87,55.94,0,29.38
2014,6,25,17,93.59,9.6,61.69,0,27.76
2014,6,25,18,93.66,8.87,70.19,0,25.97
2014,6,25,19,93.73,7.96,79.56,0,24.73
2014,6,25,20,93.79,7.12,84.81,0,24.2
2014,6,25,21,93.83,6.5,87.62,0,23.87
2014,6,25,22,93.84,6.3,89.31,0,23.6
2014,6,25,23,93.79,6.43,90.12,0,23.39
2014,6,26,0,93.72,6.57,90.62,0,23.22
2014,6,26,1,93.65,6.55,91,0,23.08
2014,6,26,2,93.6,6.35,92.44,0,22.91
2014,6,26,3,93.6,5.96,94,0,22.75
2014,6,26,4,93.63,5.77,95.25,0,22.55
2014,6,26,5,93.69,5.55,95.31,0,22.49
2014,6,26,6,93.75,6.33,85.81,0,23.81
2014,6,26,7,93.81,6.72,72.44,0,25.79
2014,6,26,8,93.86,6.42,62.25,0,27.8
2014,6,26,9,93.87,6.32,54.5,0,29.75
2014,6,26,10,93.85,6.41,48.56,0,31.46
2014,6,26,11,93.8,6.6,44.88,0,32.56
2014,6,26,12,93.74,6.87,42.25,0,33.3
2014,6,26,13,93.69,7.25,42.31,0,33.29
2014,6,26,14,93.65,7.63,43.56,0,32.84
2014,6,26,15,93.64,7.69,45.38,0,32
2014,6,26,16,93.67,7.4,48.19,0,30.78
2014,6,26,17,93.72,6.95,53.38,0,29.08
2014,6,26,18,93.79,6.44,60.81,0,27.16
2014,6,26,19,93.86,6.06,68.69,0,25.88
2014,6,26,20,93.9,5.57,75.44,0,25.02
2014,6,26,21,93.92,5.18,80.44,0,24.44
2014,6,26,22,93.92,4.98,83.31,0,24.1
2014,6,26,23,93.9,4.91,85,0,23.86
2014,6,27,0,93.86,4.95,86.75,0,23.59
2014,6,27,1,93.82,5.03,87.88,0,23.38
2014,6,27,2,93.79,5.03,88.56,0,23.19
2014,6,27,3,93.79,4.86,89.75,0,22.9
2014,6,27,4,93.81,4.39,92.88,0,22.55
2014,6,27,5,93.85,4.07,95.12,0,22.38
2014,6,27,6,93.9,4.24,85.38,0,23.8
2014,6,27,7,93.94,4.23,71.88,0,25.83
2014,6,27,8,93.98,4.08,59.88,0,28.15
2014,6,27,9,93.98,4.05,49.69,0,30.46
2014,6,27,10,93.96,4.25,42.44,0,32.42
2014,6,27,11,93.9,4.7,37.94,0,33.83
2014,6,27,12,93.83,5.32,35.56,0,34.69
2014,6,27,13,93.77,6.08,35.06,0,34.92
2014,6,27,14,93.73,6.73,36.88,0,34.27
2014,6,27,15,93.72,7.17,40.44,0,33.07
2014,6,27,16,93.75,7.47,45.12,0,31.52
2014,6,27,17,93.8,7.51,51.38,0,29.73
2014,6,27,18,93.86,7.41,60,0,27.74
2014,6,27,19,93.91,7.01,68.19,0,26.35
2014,6,27,20,93.94,6.42,74.44,0,25.45
2014,6,27,21,93.96,5.92,78.94,0,24.82
2014,6,27,22,93.95,5.65,81.38,0,24.4
2014,6,27,23,93.91,5.43,83,0,24.07
2014,6,28,0,93.86,5.21,84.31,0,23.76
2014,6,28,1,93.81,5.11,87.06,0,23.26
2014,6,28,2,93.78,4.92,89.69,0,22.91
2014,6,28,3,93.77,4.79,92.12,0,22.58
2014,6,28,4,93.79,4.83,93.5,0,22.36
2014,6,28,5,93.83,4.76,93.62,0,22.33
2014,6,28,6,93.9,4.94,84.5,0,23.8
2014,6,28,7,93.96,4.95,71.25,0,25.87
2014,6,28,8,94,4.84,58.62,0.01,28.32
2014,6,28,9,93.99,4.82,47.88,0.01,30.69
2014,6,28,10,93.94,5.05,40.81,0.01,32.58
2014,6,28,11,93.86,5.55,36.69,0.01,33.87
2014,6,28,12,93.77,6.24,34.69,0.02,34.6
2014,6,28,13,93.68,7.03,34.44,0.02,34.71
2014,6,28,14,93.63,7.77,36.31,0.02,34.06
2014,6,28,15,93.62,8.29,39.62,0.02,32.87
2014,6,28,16,93.65,8.44,45.06,0.02,31.18
2014,6,28,17,93.71,8.18,52.44,0.01,29.22
2014,6,28,18,93.77,7.71,61,0.01,27.34
2014,6,28,19,93.83,7.3,69.25,0.01,26.06
2014,6,28,20,93.86,6.67,75.69,0,25.23
2014,6,28,21,93.88,6.02,79.69,0,24.69
2014,6,28,22,93.86,5.5,81.94,0,24.34
2014,6,28,23,93.81,5.11,83.56,0,24.02
2014,6,29,0,93.74,4.79,85.12,0,23.7
2014,6,29,1,93.68,4.56,86.25,0.01,23.47
2014,6,29,2,93.65,4.51,87.56,0.01,23.23
2014,6,29,3,93.66,4.52,89.62,0.01,22.93
2014,6,29,4,93.7,4.45,91.69,0,22.67
2014,6,29,5,93.75,4.29,93.06,0.01,22.55
2014,6,29,6,93.81,5.14,84.44,0.01,23.73
2014,6,29,7,93.84,5.84,71.31,0.01,25.69
2014,6,29,8,93.86,6,60.88,0,27.85
2014,6,29,9,93.85,6.21,52.38,0,29.98
2014,6,29,10,93.8,6.5,46.38,0,31.67
2014,6,29,11,93.73,6.87,42.56,0,32.8
2014,6,29,12,93.64,7.32,40.75,0,33.35
2014,6,29,13,93.57,7.68,39.56,0,33.57
2014,6,29,14,93.52,7.92,40,0,33.27
2014,6,29,15,93.51,8.1,42.25,0,32.35
2014,6,29,16,93.53,8.15,45.75,0,30.98
2014,6,29,17,93.59,8.01,51.75,0,29.23
2014,6,29,18,93.67,7.59,60.75,0,27.12
2014,6,29,19,93.75,7.15,70.12,0,25.65
2014,6,29,20,93.8,6.43,77.75,0,24.64
2014,6,29,21,93.83,5.81,82.5,0,24.1
2014,6,29,22,93.81,5.38,85.44,0,23.69
2014,6,29,23,93.75,5.11,88.12,0,23.39
2014,6,30,0,93.68,5.13,89.75,0,23.17
2014,6,30,1,93.62,5.33,90.38,0,23.03
2014,6,30,2,93.58,5.45,90.75,0,22.89
2014,6,30,3,93.58,5.41,91.38,0,22.75
2014,6,30,4,93.6,5.39,91.94,0,22.63
2014,6,30,5,93.65,5.39,91.69,0,22.59
2014,6,30,6,93.71,5.66,83.44,0,23.69
2014,6,30,7,93.75,5.92,70.31,0,25.58
2014,6,30,8,93.78,6.13,59.31,0.01,27.86
2014,6,30,9,93.78,6.24,51.5,0.01,29.86
2014,6,30,10,93.76,6.33,46.25,0.01,31.44
2014,6,30,11,93.69,6.55,42.62,0.02,32.64
2014,6,30,12,93.63,7.02,40.75,0.02,33.31
2014,6,30,13,93.56,7.64,41.88,0.02,32.99
2014,6,30,14,93.52,8.12,45.62,0.02,31.87
2014,6,30,15,93.52,8.34,50.06,0.02,30.52
2014,6,30,16,93.55,8.3,54,0.01,29.34
2014,6,30,17,93.61,8.13,58.25,0.01,28.14
2014,6,30,18,93.69,7.92,65.12,0,26.61
2014,6,30,19,93.77,7.52,73,0,25.36
2014,6,30,20,93.82,6.88,79.38,0,24.53
2014,6,30,21,93.85,6.26,83.38,0,24.07
2014,6,30,22,93.85,6.05,85.25,0.01,23.83
2014,6,30,23,93.81,6.03,86.12,0,23.69
2014,7,1,0,93.76,5.86,87.19,0,23.53
2014,7,1,1,93.71,5.71,89,0,23.35
2014,7,1,2,93.67,5.5,90.56,0,23.17
2014,7,1,3,93.66,5.52,91.69,0,22.99
2014,7,1,4,93.67,5.49,92.88,0,22.75
2014,7,1,5,93.71,5.41,93.19,0,22.65
2014,7,1,6,93.77,5.94,84.75,0.01,23.76
2014,7,1,7,93.84,6.37,71.62,0.01,25.58
2014,7,1,8,93.89,6.46,60.5,0.07,27.65
2014,7,1,9,93.9,6.52,52.44,0.09,29.62
2014,7,1,10,93.89,6.66,47.38,0.16,31.15
2014,7,1,11,93.83,6.89,44.19,0.18,32.17
2014,7,1,12,93.76,7.23,42.69,0.2,32.66
2014,7,1,13,93.71,7.6,42.56,0.18,32.69
2014,7,1,14,93.66,8.09,43.81,0.15,32.25
2014,7,1,15,93.66,8.54,46.62,0.12,31.26
2014,7,1,16,93.67,8.78,51,0.09,29.84
2014,7,1,17,93.72,8.77,56.62,0.05,28.23
2014,7,1,18,93.78,8.3,64.88,0.03,26.44
2014,7,1,19,93.84,7.71,74.38,0.03,25.1
2014,7,1,20,93.89,7.03,81.12,0.02,24.31
2014,7,1,21,93.92,6.63,85.38,0.02,23.88
2014,7,1,22,93.93,6.16,88.38,0.02,23.56
2014,7,1,23,93.9,5.76,90.56,0.03,23.37
2014,7,2,0,93.86,5.88,91.62,0.04,23.28
2014,7,2,1,93.81,6.19,92.38,0.05,23.21
2014,7,2,2,93.76,6.33,92.94,0.06,23.18
2014,7,2,3,93.75,6.54,93.69,0.06,23.15
2014,7,2,4,93.77,6.58,93.75,0.06,23.16
2014,7,2,5,93.81,6.6,93.75,0.06,23.15
2014,7,2,6,93.88,7.48,86,0.06,24.1
2014,7,2,7,93.94,7.9,72.5,0.08,25.83
2014,7,2,8,93.98,7.69,62.31,0.33,27.65
2014,7,2,9,93.99,7.55,55.38,0.29,29.21
2014,7,2,10,93.95,7.72,50.5,0.2,30.52
2014,7,2,11,93.88,8.04,47,0.14,31.49
2014,7,2,12,93.79,8.34,44.81,0.07,32.01
2014,7,2,13,93.71,8.78,45.06,0.03,31.76
2014,7,2,14,93.66,9.33,47,0.01,31.07
2014,7,2,15,93.65,9.65,49.62,0.01,30.18
2014,7,2,16,93.67,9.73,52.81,0,29.15
2014,7,2,17,93.72,9.53,58.31,0.01,27.66
2014,7,2,18,93.79,8.78,68.31,0.01,25.71
2014,7,2,19,93.86,7.71,78.19,0.01,24.38
2014,7,2,20,93.88,6.4,85,0.01,23.65
2014,7,2,21,93.89,5.4,88.38,0.01,23.33
2014,7,2,22,93.86,4.95,89.44,0.01,23.17
2014,7,2,23,93.79,4.63,90.69,0.01,23
2014,7,3,0,93.72,4.22,92.38,0.01,22.82
2014,7,3,1,93.66,4.07,93.44,0.01,22.74
2014,7,3,2,93.62,4.47,93.62,0.01,22.74
2014,7,3,3,93.6,4.9,94.06,0.01,22.73
2014,7,3,4,93.62,5.17,94.5,0.02,22.75
2014,7,3,5,93.65,5.21,94.5,0.04,22.85
2014,7,3,6,93.69,6.12,86.81,0.06,24
2014,7,3,7,93.71,6.91,72.19,0.09,26.18
2014,7,3,8,93.7,6.94,60.75,0.61,28.42
2014,7,3,9,93.66,6.86,53.88,0.54,30.08
2014,7,3,10,93.62,7.06,49.31,0.49,31.27
2014,7,3,11,93.57,7.9,52.56,0.39,30.43
2014,7,3,12,93.52,8.76,59.38,0.37,29.04
2014,7,3,13,93.46,9.49,63.94,0.46,28.33
2014,7,3,14,93.4,10.67,63.88,0.42,28.28
2014,7,3,15,93.39,11.72,62.06,0.44,28.34
2014,7,3,16,93.41,11.77,63.44,0.35,27.67
2014,7,3,17,93.47,10.72,69.75,0.15,26.19
2014,7,3,18,93.53,8.94,81.25,0.14,24.44
2014,7,3,19,93.6,7.36,89.38,0.36,23.69
2014,7,3,20,93.65,6.76,91.5,0.55,23.69
2014,7,3,21,93.66,6.12,92.88,0.45,23.61
2014,7,3,22,93.64,5.6,93.94,0.47,23.46
2014,7,3,23,93.59,5.19,94.69,0.45,23.25
2014,7,4,0,93.53,4.97,95.12,0.47,23.05
2014,7,4,1,93.47,5.18,95,0.48,22.92
2014,7,4,2,93.42,5.14,95.19,0.5,22.87
2014,7,4,3,93.4,5.32,95.44,0.48,22.83
2014,7,4,4,93.42,5.37,95.62,0.5,22.76
2014,7,4,5,93.46,5.25,95.44,0.51,22.72
2014,7,4,6,93.52,5.32,90.5,0.62,23.67
2014,7,4,7,93.58,5.97,79.56,0.75,25.37
2014,7,4,8,93.62,6.3,69.19,0.03,27.15
2014,7,4,9,93.63,6.63,60.69,0.04,28.93
2014,7,4,10,93.59,7.05,54.88,0.08,30.26
2014,7,4,11,93.51,7.58,51.5,0.1,31.02
2014,7,4,12,93.42,8.23,49.5,0.12,31.44
2014,7,4,13,93.37,9.1,53.19,0.13,30.4
2014,7,4,14,93.35,9.76,57.06,0.14,29.44
2014,7,4,15,93.34,9.99,58.06,0.12,28.98
2014,7,4,16,93.38,9.76,60.62,0.09,28.04
2014,7,4,17,93.44,9.13,67.62,0.05,26.58
2014,7,4,18,93.5,7.98,77.38,0.04,25.08
2014,7,4,19,93.55,6.8,85.88,0.05,24.17
2014,7,4,20,93.6,5.74,90.06,0.04,23.83
2014,7,4,21,93.63,5.5,91.19,0.03,23.7
2014,7,4,22,93.63,5.36,91.69,0.04,23.56
2014,7,4,23,93.59,5.12,92.5,0.03,23.44
2014,7,5,0,93.53,5.14,93.19,0.04,23.3
2014,7,5,1,93.47,5.27,93.56,0.05,23.19
