YEAR,MO,DY,HR,T2M,PRECTOTCORR,RH2M,WD10M,WS10M
2013,11,19,17,25.56,0,55.38,1.6,3.36
2013,11,19,18,23.56,0,58.31,3.94,3.75
2013,11,19,19,22.4,0,60.19,8.93,3.88
2013,11,19,20,21.23,0,62.38,16.08,3.78
2013,11,19,21,20.11,0,63.88,25.73,3.62
2013,11,19,22,19.15,0,64.75,37.48,3.5
2013,11,19,23,18.34,0,66.06,49.33,3.44
2013,11,20,0,17.65,0,67.62,60.96,3.4
2013,11,20,1,17.03,0,69.06,71.9,3.37
2013,11,20,2,16.5,0,70.62,80.49,3.36
2013,11,20,3,16.05,0,72.25,87.45,3.34
2013,11,20,4,15.65,0,73.69,93.66,3.3
2013,11,20,5,15.33,0,74.75,99.33,3.28
2013,11,20,6,15.15,0,75.25,103.11,3.27
2013,11,20,7,18.23,0,65.56,105.93,3.22
2013,11,20,8,21.92,0,48.88,105.95,3.7
2013,11,20,9,25.94,0,38.31,91.19,2.64
2013,11,20,10,30.09,0,25.94,55.77,2.54
2013,11,20,11,31.77,0,22.06,34.86,2.76
2013,11,20,12,32.66,0,20.19,21.07,3.06
2013,11,20,13,33.03,0,19.31,10.97,3.37
2013,11,20,14,32.79,0,19.5,4.76,3.67
2013,11,20,15,31.87,0,21.38,2.1,3.84
2013,11,20,16,29.18,0,33.81,357.68,2.89
2013,11,20,17,23.98,0,51.94,355.09,3.29
2013,11,20,18,21.87,0,55,1.62,3.6
2013,11,20,19,20.73,0,57.62,12.97,3.55
2013,11,20,20,19.65,0,60.75,28.43,3.43
2013,11,20,21,18.7,0,63.38,46.51,3.35
2013,11,20,22,17.95,0,65.25,64.87,3.35
2013,11,20,23,17.33,0,66.38,80.69,3.38
2013,11,21,0,16.8,0,66.94,93.79,3.43
2013,11,21,1,16.33,0,67.19,104.07,3.5
2013,11,21,2,15.94,0,67.44,109.27,3.58
2013,11,21,3,15.57,0,67.94,111.55,3.64
2013,11,21,4,15.28,0,68.44,112.36,3.72
2013,11,21,5,15.01,0,68.94,112,3.77
2013,11,21,6,14.8,0,69.44,111.37,3.82
2013,11,21,7,17.6,0,58,111.07,4.63
2013,11,21,8,20.93,0,47.62,106.94,4.34
2013,11,21,9,25.19,0,37.56,94.77,3.66
2013,11,21,10,29.86,0,24.5,88.14,4.09
2013,11,21,11,31.76,0,21.25,77.99,3.38
2013,11,21,12,32.8,0,19.56,68.26,2.91
2013,11,21,13,33.33,0,18.69,58.63,2.46
2013,11,21,14,33.23,0,18.88,46.51,2.1
2013,11,21,15,32.48,0,20.75,31.24,1.93
2013,11,21,16,29.99,0,34.06,10.33,1.7
2013,11,21,17,24.81,0,54.5,1.93,2.56
2013,11,21,18,22.65,0,55.5,8.33,3.13
2013,11,21,19,21.53,0,56.88,20.73,3.33
2013,11,21,20,20.56,0,59,38.51,3.37
2013,11,21,21,19.68,0,61.62,60.39,3.41
2013,11,21,22,18.94,0,64,79.71,3.54
2013,11,21,23,18.37,0,66.75,90.86,3.65
2013,11,22,0,17.91,0,70.38,96.75,3.72
2013,11,22,1,17.56,0,73.31,100.98,3.77
2013,11,22,2,17.26,0,75.19,103.59,3.89
2013,11,22,3,17.01,0,75.94,104.93,4.12
2013,11,22,4,16.71,0,77.06,105.86,4.23
2013,11,22,5,16.37,0,79.06,106.4,4.23
2013,11,22,6,16.08,0,81.38,106.51,4.26
2013,11,22,7,17.73,0,74.75,105.6,5.2
2013,11,22,8,20.9,0,63.31,102.24,4.72
2013,11,22,9,25.98,0,46.31,102.27,5.04
2013,11,22,10,30.11,0,32.62,104.08,5.04
2013,11,22,11,31.93,0,27.75,95.38,3.83
2013,11,22,12,32.78,0,25.44,80.61,2.97
2013,11,22,13,33.03,0,24.44,61.56,2.46
2013,11,22,14,32.76,0,24.62,45.66,2.38
2013,11,22,15,31.91,0,26.5,35.86,2.57
2013,11,22,16,29.51,0,39.81,26.94,2.16
2013,11,22,17,24.82,0,57.94,26.57,2.85
2013,11,22,18,22.88,0,58.56,36.98,3.4
2013,11,22,19,21.92,0,58.69,52.37,3.66
2013,11,22,20,21.15,0,59.25,66.87,4.02
2013,11,22,21,20.48,0,60.69,77.86,4.42
2013,11,22,22,19.74,0,63.25,86.61,4.63
2013,11,22,23,19.01,0,66.25,93.25,4.68
2013,11,23,0,18.37,0,69.12,98.1,4.71
2013,11,23,1,17.83,0,71.81,100.49,4.81
2013,11,23,2,17.37,0,74.44,100.9,4.92
2013,11,23,3,16.95,0,77,100.95,4.89
2013,11,23,4,16.57,0,79.44,101.75,4.76
2013,11,23,5,16.28,0,81.56,103.83,4.67
2013,11,23,6,16.16,0,82.94,107.12,4.72
2013,11,23,7,17.89,0,75.75,108.18,5.58
2013,11,23,8,21.2,0,63.81,104.48,4.66
2013,11,23,9,26.27,0,45.06,106.51,4.7
2013,11,23,10,30.38,0,30.56,116.25,4.43
2013,11,23,11,32.19,0,25.94,124.47,2.54
2013,11,23,12,33.2,0,23.69,145.24,0.93
2013,11,23,13,33.46,0,23.25,265.41,0.88
2013,11,23,14,32.99,0,24.19,288.57,2.13
2013,11,23,15,31.85,0,26.62,299.18,3.06
2013,11,23,16,29.12,0,38.81,305.61,2.91
2013,11,23,17,24.6,0,56.81,313.05,3.09
2013,11,23,18,22.77,0,62.5,324.17,3.26
2013,11,23,19,21.88,0,66.06,336.71,3.24
2013,11,23,20,21.07,0,69.88,348.41,3.19
2013,11,23,21,20.27,0,74.06,359.7,3.03
2013,11,23,22,19.52,0,78.38,12.32,2.78
2013,11,23,23,18.94,0,81.94,25.94,2.57
2013,11,24,0,18.58,0,84.44,42.82,2.47
2013,11,24,1,18.41,0,85.94,61.45,2.52
2013,11,24,2,18.39,0,87.56,77.92,2.61
2013,11,24,3,18.45,0,89.88,90.5,2.7
2013,11,24,4,18.55,0,92.88,98.43,2.77
2013,11,24,5,18.69,0,96.44,102.38,2.88
2013,11,24,6,18.84,0,99.25,103.43,3.06
2013,11,24,7,21.05,0,89.62,103.64,4.34
2013,11,24,8,24.22,0,76.19,101.89,4.1
2013,11,24,9,28.62,0,59.69,102.43,5.19
2013,11,24,10,30.97,0,51.19,97.07,4.44
2013,11,24,11,32.29,0.01,46.25,87.62,3.58
2013,11,24,12,33.04,0.05,43.19,75.1,2.89
2013,11,24,13,33.27,0.17,41.62,60.55,2.43
2013,11,24,14,33.05,0.38,41.31,47.88,2.31
2013,11,24,15,32.39,0.49,42.56,39.16,2.39
2013,11,24,16,30.77,0.32,50.81,33.63,2.19
2013,11,24,17,27.42,0.12,71.88,30.11,2.15
2013,11,24,18,25.7,0.02,74.81,31.42,2.52
2013,11,24,19,24.78,0.01,75.88,37.92,2.64
2013,11,24,20,24.01,0,77.5,47.86,2.65
2013,11,24,21,23.37,0,80,59.21,2.61
2013,11,24,22,22.9,0.01,82.62,68.23,2.55
2013,11,24,23,22.58,0.01,85.19,75.03,2.45
2013,11,25,0,22.31,0.01,87.56,79.7,2.36
2013,11,25,1,22.15,0.05,89.44,82.09,2.27
2013,11,25,2,22.05,0.05,91,83.37,2.23
2013,11,25,3,21.94,0.05,92.19,85.2,2.24
2013,11,25,4,21.86,0.02,93,88.61,2.26
2013,11,25,5,21.81,0.02,93.56,91.97,2.27
2013,11,25,6,21.76,0.02,93.94,95.12,2.27
2013,11,25,7,22.73,0.02,89.56,97.73,3.02
2013,11,25,8,23.96,0,84.88,93.65,2.7
2013,11,25,9,27.26,0,68.5,86.04,2.37
2013,11,25,10,29.9,0,57.44,58.64,1.92
2013,11,25,11,31.36,0,52.25,24.82,2.29
2013,11,25,12,31.9,0,50.06,10.08,2.86
2013,11,25,13,32.1,0,49,2.76,3.41
2013,11,25,14,31.54,0,50.31,358.35,4.07
2013,11,25,15,30.88,0,52.5,359.71,4.67
2013,11,25,16,29.8,0,56.69,4.33,4.55
2013,11,25,17,27.43,0,68.69,7.06,3.18
2013,11,25,18,26.23,0,73.5,13.37,3.28
2013,11,25,19,25.65,0,75.25,23.22,3.41
2013,11,25,20,25.05,0,77.81,34.22,3.28
2013,11,25,21,24.51,0,80.38,45.81,3.13
2013,11,25,22,24.02,0,82.94,57.44,2.98
2013,11,25,23,23.67,0,84.69,67.74,2.89
2013,11,26,0,23.37,0,86.38,74.89,2.64
2013,11,26,1,23.13,0,88.06,78.73,2.28
2013,11,26,2,22.93,0,89.31,77.56,2.1
2013,11,26,3,22.77,0,89.44,75.06,2.27
2013,11,26,4,22.67,0,89.12,74.97,2.62
2013,11,26,5,22.57,0,89,75.27,2.83
2013,11,26,6,22.48,0,88.69,74.41,2.94
2013,11,26,7,22.94,0,84.81,72.03,3.67
2013,11,26,8,24.17,0,76.69,69.73,4.01
2013,11,26,9,26.4,0,63.19,80.81,4.94
2013,11,26,10,28.48,0,54.94,88.08,4.91
2013,11,26,11,30.05,0,50.81,91.69,4.24
2013,11,26,12,31.15,0,48.06,90.66,3.37
2013,11,26,13,31.85,0,46,80.97,2.54
2013,11,26,14,31.94,0,45.5,61.36,2.12
2013,11,26,15,31.33,0,47.69,37.95,2.16
2013,11,26,16,29.78,0,59.62,20.22,1.9
2013,11,26,17,27.37,0,70.94,16,2.27
2013,11,26,18,26.16,0,71.88,26.64,2.58
2013,11,26,19,25.43,0,72.31,44.06,2.7
2013,11,26,20,24.78,0,73.56,61.22,2.71
2013,11,26,21,24.4,0,75.19,72.64,2.51
2013,11,26,22,24.04,0,77.31,79.08,2.23
2013,11,26,23,23.64,0,79.62,80.23,1.89
2013,11,27,0,23.27,0,81.31,79.17,1.66
2013,11,27,1,22.96,0,81.31,77.66,1.79
2013,11,27,2,22.7,0,79.75,79.64,2.22
2013,11,27,3,22.47,0,78.69,83.56,2.51
2013,11,27,4,22.15,0,79.06,85.95,2.66
2013,11,27,5,21.96,0,78.31,88.7,3.11
2013,11,27,6,21.83,0,77.69,92.42,3.52
2013,11,27,7,22.35,0,74.5,96.18,3.92
2013,11,27,8,23.53,0,68.69,96.86,3.79
2013,11,27,9,25.22,0,61.81,92.58,3.29
2013,11,27,10,27.62,0,50.81,94.07,3.63
2013,11,27,11,29.27,0,44.31,92.25,3.39
2013,11,27,12,30.17,0,40.88,84.46,2.91
2013,11,27,13,30.45,0,39.81,65.6,2.5
2013,11,27,14,30.12,0,41.56,45.86,2.57
2013,11,27,15,29.45,0,45.5,35.61,2.84
2013,11,27,16,27.67,0,56.69,32.02,2.68
2013,11,27,17,25.37,0,64.56,36.05,2.84
2013,11,27,18,24.11,0,66.69,46.93,3.12
2013,11,27,19,23.3,0,67.81,58.18,3.25
2013,11,27,20,22.76,0,68.31,71.48,3.32
2013,11,27,21,22.44,0,68.44,83.27,3.4
2013,11,27,22,22.23,0,68.19,91.54,3.49
2013,11,27,23,22.01,0,67.75,97.36,3.6
2013,11,28,0,21.76,0,67.25,101.36,3.73
2013,11,28,1,21.51,0,66.69,104.26,3.87
2013,11,28,2,21.2,0,66.94,105.12,3.89
2013,11,28,3,20.74,0,68.31,104.67,3.8
2013,11,28,4,20.33,0,69.38,104.18,3.86
2013,11,28,5,19.98,0,69.88,104.09,4.08
2013,11,28,6,19.65,0,70.06,104.01,4.36
2013,11,28,7,20.56,0,64.62,103.22,5.19
2013,11,28,8,22.52,0,56.62,98.77,4.66
2013,11,28,9,26.1,0,42.5,94.39,5.11
2013,11,28,10,29.74,0,30.06,93.39,5.67
2013,11,28,11,31.76,0,25.06,86.33,5
2013,11,28,12,32.9,0,22.56,75.28,4.61
2013,11,28,13,33.38,0,21.56,66.3,4.55
2013,11,28,14,33.18,0,21.44,63.43,4.68
2013,11,28,15,32.27,0,22.62,64.61,4.77
2013,11,28,16,29.65,0,32.88,65.81,3.45
2013,11,28,17,25,0,48.94,68.01,3.46
2013,11,28,18,23.3,0,51.62,74.05,3.98
2013,11,28,19,22.41,0,53.81,80.3,4.26
2013,11,28,20,21.48,0,57,84.25,4.21
2013,11,28,21,20.64,0,59.56,85.45,4.14
2013,11,28,22,19.94,0,61.12,84.24,4.12
2013,11,28,23,19.31,0,62.81,81.65,4.03
2013,11,29,0,18.37,0,66.44,79.95,3.76
2013,11,29,1,17.65,0,69.06,79.44,3.75
2013,11,29,2,17.11,0,70.5,80.5,3.88
2013,11,29,3,16.5,0,72.62,83.07,3.89
2013,11,29,4,15.87,0,74.75,86.66,3.89
2013,11,29,5,15.4,0,75.69,89.78,4.07
2013,11,29,6,15.05,0,76.44,91.9,4.25
2013,11,29,7,16.65,0,68.44,92.03,5.29
2013,11,29,8,19.73,0,57.5,86.95,4.69
2013,11,29,9,24.45,0,43.88,85.16,4.91
2013,11,29,10,29.15,0,30.44,89.16,5.85
2013,11,29,11,31.37,0,25.75,79.14,5.27
2013,11,29,12,32.52,0,23.81,65.11,4.77
2013,11,29,13,33.01,0,23.31,52.57,4.61
2013,11,29,14,32.87,0,23.75,47.75,4.73
2013,11,29,15,32.13,0,25.25,45.87,4.72
2013,11,29,16,29.67,0,36.06,39.07,3.37
2013,11,29,17,24.94,0,52.81,33.08,3.45
2013,11,29,18,23.37,0,54.62,38.2,3.97
2013,11,29,19,22.59,0,55.56,46.89,4.18
2013,11,29,20,21.75,0,58.25,57.14,4.2
2013,11,29,21,21.04,0,61.62,67.76,4.21
2013,11,29,22,20.48,0,65,76.43,4.2
2013,11,29,23,19.87,0,68.81,82.13,3.94
2013,11,30,0,19.44,0,71.19,85.14,3.87
2013,11,30,1,19.13,0,72.31,86.25,3.95
2013,11,30,2,18.83,0,73.06,86.08,4.11
2013,11,30,3,18.5,0,73.62,86.44,4.27
2013,11,30,4,18.15,0,74.19,87.83,4.33
2013,11,30,5,17.82,0,74.75,89.58,4.31
2013,11,30,6,17.56,0,75.56,90.73,4.3
2013,11,30,7,18.94,0,69.56,90.09,5.09
2013,11,30,8,21.9,0,60.06,84.7,4.4
2013,11,30,9,26.55,0,49.12,86.94,4.97
2013,11,30,10,30.32,0,42.44,85.01,4.67
2013,11,30,11,32.12,0,40.44,69.44,3.8
2013,11,30,12,33.1,0,38.81,52.22,3.56
2013,11,30,13,33.56,0,37.56,38.03,3.64
2013,11,30,14,33.42,0,37.31,31.8,3.94
2013,11,30,15,32.65,0,38.5,30.58,4.19
2013,11,30,16,30.77,0,46.12,28.2,3.31
2013,11,30,17,27.1,0,62.06,25.54,2.92
2013,11,30,18,25.72,0,64.56,33.01,3.27
2013,11,30,19,25.01,0,65.5,44.28,3.54
2013,11,30,20,24.3,0,67.88,55.56,3.65
2013,11,30,21,23.46,0,71.94,65.3,3.55
2013,11,30,22,22.82,0,75.5,74.41,3.49
2013,11,30,23,22.25,0,78.94,82.94,3.31
2013,12,1,0,21.83,0,81.5,89.86,3.27
2013,12,1,1,21.64,0,81.69,94.3,3.65
2013,12,1,2,21.46,0,81.12,96.46,4.03
2013,12,1,3,21.2,0,80.62,97.29,4.31
2013,12,1,4,20.86,0,80.75,97.94,4.35
2013,12,1,5,20.52,0,81.25,98.66,4.31
2013,12,1,6,20.21,0,82.38,98.48,4.13
2013,12,1,7,21.37,0,76.69,99.22,4.88
2013,12,1,8,24.19,0,65.62,97.72,4.3
2013,12,1,9,28.4,0,52.06,99.81,3.62
2013,12,1,10,31.38,0,45.69,94.53,2.37
2013,12,1,11,32.98,0,41.88,59.88,1.63
2013,12,1,12,33.88,0,39.12,23.86,1.78
2013,12,1,13,34.23,0,37.38,3.6,2.24
2013,12,1,14,34.08,0,36.75,355.88,2.61
2013,12,1,15,33.35,0,37.62,352.64,2.87
2013,12,1,16,31.65,0,44.38,348.06,2.64
2013,12,1,17,27.94,0,61.12,345.92,2.67
2013,12,1,18,26.39,0,61.56,353.67,3.26
2013,12,1,19,25.61,0,60,3.72,3.85
2013,12,1,20,24.58,0,61.88,16.04,3.79
2013,12,1,21,23.69,0,65,29.96,3.36
2013,12,1,22,23.07,0,68.31,44.25,2.96
2013,12,1,23,22.72,0,71.56,57.99,2.65
2013,12,2,0,22.49,0,75.06,72.08,2.46
2013,12,2,1,22.19,0,79.38,86.87,2.43
2013,12,2,2,21.94,0,83.06,97.98,2.48
2013,12,2,3,21.59,0,86.56,104.93,2.55
2013,12,2,4,21.4,0,88.75,110.19,2.58
2013,12,2,5,21.21,0,90.31,115.16,2.57
2013,12,2,6,21.01,0,91.5,119.44,2.51
2013,12,2,7,22.85,0,82.44,123.04,3.07
2013,12,2,8,25.44,0.01,71.38,124.09,2.16
2013,12,2,9,29.92,0.07,54.56,149.28,0.96
2013,12,2,10,32.07,0.17,47.44,296.57,0.66
2013,12,2,11,32.88,0.19,43.44,314.81,1.68
2013,12,2,12,33.26,0.15,40.62,318.65,2.6
2013,12,2,13,33.12,0.14,39.31,322.74,3.41
2013,12,2,14,32.57,0.07,39.56,329.48,4.11
2013,12,2,15,31.98,0.03,40.56,338.6,4.54
2013,12,2,16,30.51,0.01,46.12,346.64,3.99
2013,12,2,17,27.08,0,62.88,351.83,3.02
2013,12,2,18,25.57,0,67.88,358.26,3.35
2013,12,2,19,24.79,0,69.94,4.89,3.58
2013,12,2,20,23.98,0,72.5,11.82,3.47
2013,12,2,21,23.15,0,74.88,19.28,3.19
2013,12,2,22,22.41,0,76.88,26.5,2.99
2013,12,2,23,21.74,0,78.69,33.34,2.87
2013,12,3,0,21.1,0,81,41.15,2.72
2013,12,3,1,20.54,0,83.62,48.35,2.55
2013,12,3,2,20.07,0,86,51.51,2.44
2013,12,3,3,19.65,0,87.88,50.41,2.4
2013,12,3,4,19.28,0,89.38,48.12,2.43
2013,12,3,5,18.91,0,90.81,47.46,2.45
2013,12,3,6,18.57,0,92.5,50.22,2.43
2013,12,3,7,20.5,0,83.62,52.74,2.99
2013,12,3,8,23.2,0,70.31,46.95,3.09
2013,12,3,9,27.22,0,50.31,30.77,3.57
2013,12,3,10,29.6,0,41,17.78,3.68
2013,12,3,11,31.05,0,35.62,6.91,3.7
2013,12,3,12,31.98,0,31.31,357.83,3.71
2013,12,3,13,32.4,0,28.25,350.72,3.68
2013,12,3,14,32.33,0,26.69,346.7,3.84
2013,12,3,15,31.58,0,26.88,345.73,4.12
2013,12,3,16,29.43,0,32.88,342.21,3.76
2013,12,3,17,24.77,0,47,340.43,3.76
2013,12,3,18,23.14,0,48.06,346.22,4.66
2013,12,3,19,22.22,0,49.75,353.52,5.06
2013,12,3,20,21.15,0,54.06,2.81,4.78
2013,12,3,21,20.27,0,58.5,14.42,4.3
2013,12,3,22,19.65,0,62.88,27.35,3.83
2013,12,3,23,19.3,0,66.88,38.33,3.57
2013,12,4,0,19.12,0,71.81,47.63,3.25
2013,12,4,1,19.12,0.01,77.69,54.26,3.02
2013,12,4,2,19.25,0.01,83.12,59.57,2.9
2013,12,4,3,19.39,0.01,87.25,65.47,2.86
2013,12,4,4,19.58,0,89.94,72.35,2.89
2013,12,4,5,19.75,0,91.81,79.57,2.98
2013,12,4,6,19.9,0,93.25,86.32,3.05
2013,12,4,7,21.75,0.01,85.81,91.38,4.21
2013,12,4,8,24.65,0,73.38,92.97,3.92
2013,12,4,9,28.92,0,56.31,98.33,3.51
2013,12,4,10,31.36,0,48.38,90.18,2.54
2013,12,4,11,32.79,0,43.94,66.8,1.9
2013,12,4,12,33.62,0,40.94,38.85,1.81
2013,12,4,13,33.98,0,39.12,17.87,2.01
2013,12,4,14,33.75,0,38.81,9.96,2.35
2013,12,4,15,33.04,0,39.69,8.72,2.58
2013,12,4,16,31.43,0,46.75,11.19,2.21
2013,12,4,17,28.25,0,66.12,13.83,2.16
2013,12,4,18,27.11,0,68.56,24.95,2.48
2013,12,4,19,26.29,0,70.06,39.44,2.79
2013,12,4,20,25.69,0,72.12,54.48,2.99
2013,12,4,21,24.8,0,76,68.45,3
2013,12,4,22,24.05,0,79.56,79.46,2.95
2013,12,4,23,23.48,0,82.06,87.36,2.88
2013,12,5,0,23.03,0,83.75,94.65,2.89
2013,12,5,1,22.62,0,85.12,100.24,2.95
2013,12,5,2,22.25,0,86.31,101.72,3
2013,12,5,3,21.87,0,87.38,100.87,3.02
2013,12,5,4,21.51,0,87.94,100.56,3.03
2013,12,5,5,21.19,0,87.56,100.74,3.06
2013,12,5,6,20.91,0,86.19,100.71,3.2
2013,12,5,7,22.25,0,76.25,98.88,4.4
2013,12,5,8,24.91,0,62.12,94.64,3.86
2013,12,5,9,29.35,0,42.94,99.38,3.5
2013,12,5,10,31.77,0,37.81,86.58,2.49
2013,12,5,11,33.09,0,35.31,59.15,2.1
2013,12,5,12,33.83,0,33.5,34.42,2.23
2013,12,5,13,34.06,0,32.31,19.38,2.54
2013,12,5,14,33.85,0,31.94,16.12,2.87
2013,12,5,15,33.08,0,32.69,18.88,3.21
2013,12,5,16,31.25,0,40.19,20.4,2.67
2013,12,5,17,27.72,0,57,19.86,2.58
2013,12,5,18,26.36,0,58.44,29.69,3.01
2013,12,5,19,25.08,0,60.12,42.42,3.44
2013,12,5,20,24.22,0,61.5,53.11,3.88
2013,12,5,21,23.26,0,64.31,61.89,4.03
2013,12,5,22,22.3,0,68.06,71.05,3.82
2013,12,5,23,21.44,0,71.62,80.37,3.55
2013,12,6,0,20.77,0,74.19,89.48,3.45
2013,12,6,1,20.25,0,75.19,96.1,3.53
2013,12,6,2,19.73,0,75.69,99.36,3.6
2013,12,6,3,19.14,0,76.5,101.14,3.52
2013,12,6,4,18.57,0,77.06,101.97,3.47
2013,12,6,5,18.05,0,76.94,102.25,3.46
2013,12,6,6,17.65,0,75.88,101.68,3.55
2013,12,6,7,19.33,0,64.88,100.12,4.58
2013,12,6,8,22.2,0,52.94,96.62,3.93
2013,12,6,9,26.87,0,38,81.01,3.4
2013,12,6,10,30.38,0,29.44,55.91,3.39
2013,12,6,11,31.79,0,26.12,43.24,3.42
2013,12,6,12,32.59,0,23.62,34.97,3.39
2013,12,6,13,32.96,0,22,28.54,3.35
2013,12,6,14,32.8,0,21.19,24.72,3.47
2013,12,6,15,32.07,0,21.25,23.54,3.64
2013,12,6,16,29.73,0,30.81,21.04,2.61
2013,12,6,17,24.83,0,48.5,18.78,2.84
2013,12,6,18,22.91,0,50.94,27.71,3.14
2013,12,6,19,21.74,0,52.75,43.13,3.21
2013,12,6,20,20.62,0,55.31,61.63,3.22
2013,12,6,21,19.65,0,57.5,78.99,3.27
2013,12,6,22,18.8,0,59.19,92.69,3.32
2013,12,6,23,18.05,0,60.56,102.67,3.35
2013,12,7,0,17.37,0,61.94,108.6,3.35
2013,12,7,1,16.8,0,63.19,111.63,3.37
2013,12,7,2,16.33,0,64.06,113.52,3.43
2013,12,7,3,16.03,0,64.19,115.05,3.58
2013,12,7,4,15.84,0,63.81,116.67,3.79
2013,12,7,5,15.66,0,63.81,117.97,3.98
2013,12,7,6,15.46,0,64.25,117.98,4.1
2013,12,7,7,17.65,0,55.38,117.3,5.14
2013,12,7,8,20.81,0,46,112.3,4.18
2013,12,7,9,25.62,0,32.5,100.71,3.24
2013,12,7,10,29.64,0,21.69,81.01,2.8
2013,12,7,11,31.23,0,18.75,55.55,2.62
2013,12,7,12,32.26,0,16.94,38.79,2.76
2013,12,7,13,32.73,0,16.12,27.38,2.96
2013,12,7,14,32.65,0,16,23.7,3.15
2013,12,7,15,31.94,0,16.69,24.15,3.32
2013,12,7,16,29.33,0,27.38,20.41,2.44
2013,12,7,17,24.08,0,42.88,17.73,3
2013,12,7,18,22.12,0,44.62,26.51,3.38
2013,12,7,19,20.98,0,46.81,41.59,3.44
2013,12,7,20,19.95,0,50.25,60.4,3.43
2013,12,7,21,19.08,0,53.69,78.89,3.49
2013,12,7,22,18.33,0,56.69,93.14,3.56
2013,12,7,23,17.68,0,59.25,103.7,3.59
2013,12,8,0,17.16,0,61.38,111.89,3.65
2013,12,8,1,16.71,0,63.75,117.82,3.67
2013,12,8,2,16.25,0,66.25,121.34,3.65
2013,12,8,3,15.8,0,68.44,123.21,3.62
2013,12,8,4,15.34,0,70.5,124.63,3.56
2013,12,8,5,14.92,0,72.31,125.3,3.47
2013,12,8,6,14.57,0,73.44,125.03,3.42
2013,12,8,7,16.94,0,62.31,124.78,4.33
2013,12,8,8,20.19,0,50.44,122.45,3.51
2013,12,8,9,25.02,0,35.75,105.07,1.68
2013,12,8,10,29.26,0,24.38,42.29,1.52
2013,12,8,11,31.01,0,20.88,20.27,2.01
2013,12,8,12,32.09,0,18.62,6.9,2.21
2013,12,8,13,32.63,0,17.44,353.89,2.35
2013,12,8,14,32.56,0,17.25,344.55,2.61
2013,12,8,15,31.81,0,18.25,340.18,2.97
2013,12,8,16,29.46,0,26.06,333.66,2.73
2013,12,8,17,24.07,0,42.5,330.6,3.1
2013,12,8,18,22.15,0,46.69,337.7,3.52
2013,12,8,19,21.1,0,50.31,348.57,3.67
2013,12,8,20,19.94,0,55.31,2.16,3.52
2013,12,8,21,18.88,0,60,18.09,3.27
2013,12,8,22,18.01,0,63.38,35.42,3.09
2013,12,8,23,17.3,0,65.38,55.45,3.02
2013,12,9,0,16.78,0,66.44,73.29,3.04
2013,12,9,1,16.34,0,67.62,84.45,3.07
2013,12,9,2,15.91,0,69,90.59,3.03
2013,12,9,3,15.48,0,70.5,94.1,2.95
2013,12,9,4,15.06,0,71.94,97.89,2.9
2013,12,9,5,14.69,0,73.06,103.52,2.94
2013,12,9,6,14.4,0,73.56,109.64,3.04
2013,12,9,7,17.32,0,61.5,114.67,3.39
2013,12,9,8,20.91,0,47.94,115.13,3.35
2013,12,9,9,25.82,0,33.62,94.01,2.57
2013,12,9,10,29.64,0,24.31,69.44,2.47
2013,12,9,11,31.2,0,21.19,50.03,2.14
2013,12,9,12,32.19,0,19,27.74,2.05
2013,12,9,13,32.61,0,17.81,5.42,2.32
2013,12,9,14,32.43,0,17.44,354.49,2.93
2013,12,9,15,31.62,0,18.19,353.06,3.56
2013,12,9,16,29.22,0,25.69,350.8,3.13
2013,12,9,17,23.99,0,40.12,349.42,3.23
2013,12,9,18,22.12,0,44,356.36,3.57
2013,12,9,19,21.03,0,47.44,6.8,3.63
2013,12,9,20,19.87,0,51.56,20.53,3.45
2013,12,9,21,18.83,0,55.06,36.37,3.24
2013,12,9,22,18.02,0,57.38,53.44,3.16
2013,12,9,23,17.37,0,59.25,67.88,3.15
2013,12,10,0,16.81,0,61.06,80.93,3.17
2013,12,10,1,16.34,0,62.56,92.52,3.2
2013,12,10,2,15.93,0,63.75,102.12,3.24
2013,12,10,3,15.55,0,64.94,109.42,3.29
2013,12,10,4,15.22,0,65.69,115.57,3.42
2013,12,10,5,15.05,0,65.56,120.18,3.61
2013,12,10,6,14.91,0,65.56,121.73,3.73
2013,12,10,7,17.41,0,55.69,121.09,4.69
2013,12,10,8,20.77,0,45.12,116.99,4.2
2013,12,10,9,25.65,0,31.88,104.5,3.28
2013,12,10,10,29.9,0,22,91.19,2.63
2013,12,10,11,31.68,0,18.44,66.08,2.12
2013,12,10,12,32.71,0,16.44,41.23,2.02
2013,12,10,13,33.18,0,15.38,21.5,2.22
2013,12,10,14,33.12,0,15.06,13.22,2.53
2013,12,10,15,32.38,0,15.56,10.11,2.85
2013,12,10,16,29.84,0,24.5,4.67,2.3
2013,12,10,17,24.54,0,38.25,1.61,2.78
2013,12,10,18,22.49,0,40.75,7.78,3.11
2013,12,10,19,21.27,0,42.88,17.39,3.27
2013,12,10,20,20.18,0,45.44,29.93,3.34
2013,12,10,21,19.19,0,48.38,44.81,3.35
2013,12,10,22,18.34,0,50.94,59.79,3.35
2013,12,10,23,17.66,0,52.69,72.43,3.42
2013,12,11,0,17.08,0,54.12,81.49,3.48
2013,12,11,1,16.58,0,55.44,88.36,3.54
2013,12,11,2,16.13,0,56.94,95.17,3.64
2013,12,11,3,15.8,0,58.31,101.57,3.78
2013,12,11,4,15.55,0,59.31,106.74,3.93
2013,12,11,5,15.34,0,60.44,110.38,4.08
