YEAR,MO,DY,HR,T2M,WS50M,WD50M,QV2M,PRECTOTCORR
2011,10,18,7,25.37,4.62,97.77,17.88,0.02
2011,10,18,8,26.31,3.52,100.74,18.43,0
2011,10,18,9,27.82,2.68,106.59,19.29,0
2011,10,18,10,29.92,2.27,113.12,18.74,0.01
2011,10,18,11,30.93,1.53,113.16,18.62,0.01
2011,10,18,12,31.55,0.79,103.76,18.07,0.01
2011,10,18,13,31.79,0.3,46.04,17.82,0.01
2011,10,18,14,31.98,0.62,352.07,18.13,0
2011,10,18,15,31.93,1.07,351.99,17.76,0
2011,10,18,16,31.23,1.48,352.43,17.7,0
2011,10,18,17,29.73,1.96,332.92,19.84,0
2011,10,18,18,28.3,2.57,319.81,19.71,0
2011,10,18,19,27.7,2.69,322.07,19.29,0
2011,10,18,20,27.33,2.46,333.35,18.92,0
2011,10,18,21,27.06,2.2,352.65,18.55,0
2011,10,18,22,26.73,2.2,18.43,18.37,0
2011,10,18,23,26.27,2.57,45.25,18.43,0
2011,10,19,0,25.8,3.21,65.12,18.31,0
2011,10,19,1,25.4,3.9,78.55,18.07,0
2011,10,19,2,25.07,4.16,86.12,17.7,0
2011,10,19,3,24.66,4.16,90.97,17.4,0
2011,10,19,4,24.2,4.29,95.65,17.03,0
2011,10,19,5,23.81,4.55,101.48,16.72,0
2011,10,19,6,23.76,4.83,108,16.72,0
2011,10,19,7,25.03,4.62,113.71,17.09,0
2011,10,19,8,25.99,3.67,120.55,17.52,0
2011,10,19,9,27.67,2.85,134,17.94,0
2011,10,19,10,29.4,2.04,145.94,17.7,0.01
2011,10,19,11,30.53,1.05,163.18,17.46,0.03
2011,10,19,12,31.11,0.6,248.48,17.58,0.03
2011,10,19,13,31.02,1.46,287.76,17.94,0.02
2011,10,19,14,30.61,2.23,293.07,18.19,0.02
2011,10,19,15,30.29,2.5,298.17,18.62,0.01
2011,10,19,16,29.77,2.38,306.19,18.13,0.01
2011,10,19,17,28.19,2.56,304.32,19.29,0.01
2011,10,19,18,26.91,2.86,300.56,19.1,0.01
2011,10,19,19,26.55,2.66,304.11,18.74,0.01
2011,10,19,20,26.34,2.35,313.79,18.31,0.01
2011,10,19,21,26.05,2.23,328.48,18.07,0.01
2011,10,19,22,25.65,2.28,344.05,17.88,0.01
2011,10,19,23,25.26,2.34,359.43,17.7,0.01
2011,10,20,0,24.9,2.41,15.61,17.58,0.01
2011,10,20,1,24.63,2.39,32.7,17.4,0.01
2011,10,20,2,24.44,2.35,50.92,17.27,0.01
2011,10,20,3,24.19,2.59,70.09,17.15,0.01
2011,10,20,4,23.98,2.86,79.46,16.97,0.01
2011,10,20,5,23.77,2.97,83.06,16.72,0.01
2011,10,20,6,23.71,3.13,87.85,16.72,0.01
2011,10,20,7,25.37,2.91,92.62,17.27,0.01
2011,10,20,8,27.26,1.9,89.76,17.03,0
2011,10,20,9,29.28,1.29,77.06,16.54,0
2011,10,20,10,30.65,1,47.54,16.3,0
2011,10,20,11,31.38,1.15,17.45,16.85,0
2011,10,20,12,31.68,1.37,0.98,17.15,0
2011,10,20,13,31.74,1.54,350.63,17.33,0
2011,10,20,14,31.61,1.7,342.57,17.4,0
2011,10,20,15,31.29,2,335.74,17.7,0
2011,10,20,16,31.05,2.23,336.22,17.27,0
2011,10,20,17,29.15,2.64,326.36,18.31,0
2011,10,20,18,27.19,3.32,314.9,18.19,0
2011,10,20,19,26.44,3.47,316.09,17.82,0
2011,10,20,20,26.07,3,324.86,17.4,0
2011,10,20,21,25.97,2.22,343.67,16.78,0
2011,10,20,22,25.67,1.76,18.11,16.3,0
2011,10,20,23,25.03,1.98,55.62,15.99,0
2011,10,21,0,24.32,2.48,78.37,15.75,0
2011,10,21,1,23.65,2.92,90,15.44,0
2011,10,21,2,23.1,3.26,95.23,15.14,0
2011,10,21,3,22.61,3.51,97.03,14.83,0
2011,10,21,4,22.14,3.78,98.2,14.59,0
2011,10,21,5,21.73,4.06,99.41,14.34,0
2011,10,21,6,21.69,4.34,101.11,14.4,0
2011,10,21,7,24.08,4.17,102.76,15.44,0
2011,10,21,8,25.51,3.23,104.88,16.11,0
2011,10,21,9,28.08,2.22,107.61,16.36,0
2011,10,21,10,30.15,1.47,97.66,15.87,0
2011,10,21,11,31.4,1.05,66.3,15.44,0
2011,10,21,12,31.97,1.11,32.91,15.44,0
2011,10,21,13,32.13,1.35,13.07,15.32,0
2011,10,21,14,31.92,1.76,358.73,15.38,0
2011,10,21,15,31.98,2.36,356.59,15.44,0
2011,10,21,16,31.5,2.9,2.01,14.16,0
2011,10,21,17,28.75,3.4,354.98,16.72,0
2011,10,21,18,26.56,3.9,350.2,15.99,0
2011,10,21,19,25.62,4.14,1.08,15.38,0
2011,10,21,20,24.67,4.46,21.89,14.77,0
2011,10,21,21,23.56,5.32,43.51,14.04,0
2011,10,21,22,22.46,6.62,59.01,13.24,0
2011,10,21,23,21.51,7.86,69.28,12.45,0
2011,10,22,0,20.73,8.77,76.51,11.78,0
2011,10,22,1,20.13,9.3,81.31,11.35,0
2011,10,22,2,19.66,9.41,82.37,11.17,0
2011,10,22,3,19.33,9.37,81.22,11.05,0
2011,10,22,4,19.03,9.32,80.21,10.93,0
2011,10,22,5,18.8,9.28,79.77,10.8,0
2011,10,22,6,18.86,9.25,79.69,10.74,0
2011,10,22,7,21.02,8.55,79.63,11.35,0
2011,10,22,8,23.15,6.73,80.1,12.27,0
2011,10,22,9,25.46,4.83,79.29,14.22,0
2011,10,22,10,28.14,4.27,75.81,16.17,0
2011,10,22,11,31.12,5.7,78.14,13.61,0
2011,10,22,12,31.94,5.28,79.09,12.76,0
2011,10,22,13,32.12,4.46,80.21,13.12,0
2011,10,22,14,32.23,4.14,80.32,12.63,0
2011,10,22,15,32.67,3.86,77.01,11.96,0
2011,10,22,16,31.15,3.71,69.92,11.9,0
2011,10,22,17,28.31,3.45,57.5,15.26,0
2011,10,22,18,26.46,3.73,47.38,13.85,0
2011,10,22,19,25.01,4.53,48.7,13.79,0
2011,10,22,20,23.84,5.42,57.18,13.61,0
2011,10,22,21,22.9,6.38,66.79,13.24,0
2011,10,22,22,22.13,7.34,75.14,12.88,0
2011,10,22,23,21.48,8.13,82.16,12.45,0
2011,10,23,0,20.93,8.72,87.12,12.08,0
2011,10,23,1,20.48,9.08,88.87,11.72,0
2011,10,23,2,20.12,9.26,89.9,11.47,0
2011,10,23,3,19.84,9.34,90.43,11.35,0
2011,10,23,4,19.67,9.33,90.43,11.29,0
2011,10,23,5,19.55,9.3,90.72,11.23,0
2011,10,23,6,19.73,9.29,91.16,11.29,0
2011,10,23,7,21.91,8.77,91.79,12.15,0
2011,10,23,8,23.97,7.25,91.17,13.06,0
2011,10,23,9,26.23,5.63,88.41,14.83,0
2011,10,23,10,28.99,4.98,84.42,16.3,0
2011,10,23,11,31.34,4.94,79.42,14.22,0
2011,10,23,12,31.68,4.09,70.84,14.34,0
2011,10,23,13,31.94,3.53,58.49,14.28,0
2011,10,23,14,31.9,3.34,45.76,14.34,0
2011,10,23,15,32.09,3.56,37.32,13.92,0
2011,10,23,16,30.84,3.93,35.3,13.06,0
2011,10,23,17,27.76,3.97,32.22,15.81,0
2011,10,23,18,25.88,4.08,34.63,14.4,0
2011,10,23,19,24.89,4.42,44.93,14.04,0
2011,10,23,20,23.85,5.15,57.44,13.73,0
2011,10,23,21,22.94,6.1,67.18,13.37,0
2011,10,23,22,22.17,6.98,74.16,13,0
2011,10,23,23,21.51,7.74,79.88,12.57,0
2011,10,24,0,20.92,8.39,83.96,12.21,0
2011,10,24,1,20.44,8.96,86.25,11.9,0
2011,10,24,2,20.01,9.29,87.3,11.6,0
2011,10,24,3,19.62,9.47,87.92,11.41,0
2011,10,24,4,19.34,9.6,88.46,11.23,0
2011,10,24,5,19.11,9.67,88.94,11.11,0
2011,10,24,6,19.13,9.64,89.4,11.05,0
2011,10,24,7,21.05,8.72,89.74,11.66,0
2011,10,24,8,23.08,6.86,89.48,12.76,0
2011,10,24,9,25.55,5.23,87.18,14.59,0
2011,10,24,10,28.45,4.82,82.92,15.32,0
2011,10,24,11,30.61,4.98,79.34,13,0
2011,10,24,12,30.93,4.47,75.84,12.94,0
2011,10,24,13,31.05,4.13,73.28,13.06,0
2011,10,24,14,31.02,4.16,71.16,13.18,0
2011,10,24,15,31.24,4.59,70.73,12.57,0
2011,10,24,16,29.71,4.83,70.71,12.57,0
2011,10,24,17,26.62,4.34,67.03,15.2,0
2011,10,24,18,24.61,4.63,64.3,14.04,0
2011,10,24,19,23.51,5.47,65.63,13.67,0
2011,10,24,20,22.51,6.6,70.49,13.24,0
2011,10,24,21,21.61,7.82,76.01,12.7,0
2011,10,24,22,20.83,8.83,80.17,12.15,0
2011,10,24,23,20.13,9.47,83.13,11.47,0
2011,10,25,0,19.52,9.78,84.96,10.99,0
2011,10,25,1,19.04,9.96,85.68,10.62,0
2011,10,25,2,18.65,10,86.24,10.44,0
2011,10,25,3,18.38,9.97,87.49,10.44,0
2011,10,25,4,18.19,9.88,88.87,10.56,0
2011,10,25,5,18.05,9.73,90.6,10.68,0
2011,10,25,6,18.11,9.54,92.16,10.86,0
2011,10,25,7,19.6,8.57,92.93,11.47,0
2011,10,25,8,21.91,6.84,91.9,12.63,0
2011,10,25,9,24.77,5.36,90.5,14.34,0
2011,10,25,10,27.84,5.75,94.21,15.01,0
2011,10,25,11,29.87,5.04,95.87,15.14,0
2011,10,25,12,30.92,3.84,94.2,15.26,0
2011,10,25,13,31.25,2.79,86.94,15.69,0
2011,10,25,14,31.42,2.26,74.57,15.81,0
2011,10,25,15,31.37,2.23,60.21,16.05,0
2011,10,25,16,31.07,2.63,55.27,15.5,0
2011,10,25,17,28.67,2.69,41.11,17.52,0
2011,10,25,18,26.87,3.16,29.6,16.17,0
2011,10,25,19,25.51,4.17,38.99,15.93,0
2011,10,25,20,24.43,5.57,55.17,15.38,0
2011,10,25,21,23.49,7.34,68.9,14.71,0
2011,10,25,22,22.66,8.97,78.75,13.92,0
2011,10,25,23,22.05,9.89,86.74,13.18,0
2011,10,26,0,21.51,10.23,92.23,12.76,0
2011,10,26,1,21.08,10.3,95.4,12.57,0
2011,10,26,2,20.82,10.16,97.42,12.51,0
2011,10,26,3,20.51,9.36,96.61,12.57,0
2011,10,26,4,20.21,8.97,94.95,12.51,0
2011,10,26,5,20,8.87,93.79,12.45,0
2011,10,26,6,19.98,8.77,92.4,12.45,0
2011,10,26,7,21.35,7.81,91.09,13,0
2011,10,26,8,23.46,6.65,93.5,14.1,0
2011,10,26,9,25.83,5.48,94.25,15.62,0
2011,10,26,10,27.82,5.71,93.45,16.42,0
2011,10,26,11,29.48,5.7,91.26,16.6,0
2011,10,26,12,30.78,5.15,88.09,16.72,0
2011,10,26,13,31.63,4.49,83.31,16.78,0
2011,10,26,14,32.01,4.01,76.37,16.85,0
2011,10,26,15,32.44,4.01,71.39,16.48,0
2011,10,26,16,31.26,3.97,67.22,16.11,0
2011,10,26,17,28.77,3.54,56.17,18.62,0
2011,10,26,18,27.15,3.87,54.54,17.46,0
2011,10,26,19,25.99,4.98,66.49,16.66,0
2011,10,26,20,24.72,6.6,79.7,15.56,0
2011,10,26,21,23.68,8.05,87.72,14.59,0
2011,10,26,22,22.87,8.89,92.92,13.85,0
2011,10,26,23,22.43,9.35,95.95,13.37,0
2011,10,27,0,22.06,9.43,96.38,13.18,0
2011,10,27,1,21.68,9.22,96.13,13.24,0
2011,10,27,2,21.3,8.71,94.06,13.37,0
2011,10,27,3,20.98,8.35,92.31,13.43,0
2011,10,27,4,20.68,8.19,91.37,13.49,0
2011,10,27,5,20.47,8.12,90.83,13.43,0
2011,10,27,6,20.51,7.99,90.67,13.49,0
2011,10,27,7,21.86,6.95,91.03,14.04,0
2011,10,27,8,24.02,5.75,92.02,15.2,0
2011,10,27,9,26.96,6.16,98.16,16.54,0
2011,10,27,10,29.23,6.51,102.82,17.21,0
2011,10,27,11,30.45,5.96,104.42,17.52,0
2011,10,27,12,31.33,5.03,103.37,17.76,0
2011,10,27,13,31.74,3.97,99.41,17.82,0
2011,10,27,14,31.94,3.13,90.14,17.7,0
2011,10,27,15,32.1,2.95,76.85,17.7,0
2011,10,27,16,31.17,3.26,66.39,17.21,0
2011,10,27,17,29.03,3.14,53.5,19.53,0
2011,10,27,18,27.69,3.39,46.68,18.92,0
2011,10,27,19,26.86,4.04,53.17,18.31,0
2011,10,27,20,26.14,4.73,65.42,17.76,0
2011,10,27,21,25.58,5.42,78.69,17.4,0
2011,10,27,22,25.07,6.1,89.93,17.03,0
2011,10,27,23,24.62,6.72,99.36,16.72,0
2011,10,28,0,24.26,7.12,105.21,16.42,0
2011,10,28,1,23.87,6.91,105.67,16.3,0
2011,10,28,2,23.58,6.73,102.88,16.17,0
2011,10,28,3,23.42,6.83,100.08,16.11,0
2011,10,28,4,23.38,7.08,98.25,16.05,0
2011,10,28,5,23.36,7.27,96.91,15.93,0
2011,10,28,6,23.38,7.4,96.37,15.81,0
2011,10,28,7,23.99,7.11,97.01,15.87,0
2011,10,28,8,24.62,6.47,98.81,16.17,0
2011,10,28,9,25.51,6.31,100.2,16.66,0
2011,10,28,10,26.78,6.2,102.23,17.21,0
2011,10,28,11,28.24,5.59,102.91,17.76,0
2011,10,28,12,29.91,4.86,102.72,18.31,0
2011,10,28,13,30.82,3.85,100.88,18.62,0
2011,10,28,14,31.09,2.89,94.97,18.74,0
2011,10,28,15,31.15,2.24,82.8,18.74,0
2011,10,28,16,30.8,2.12,67.69,18.8,0
2011,10,28,17,29.44,1.85,43.8,19.65,0
2011,10,28,18,28.32,2.1,17.76,19.04,0
2011,10,28,19,27.42,2.75,19.26,19.04,0
2011,10,28,20,26.67,3.56,32.64,18.68,0
2011,10,28,21,26.05,4.55,48.76,18.19,0
2011,10,28,22,25.46,5.38,64.25,17.7,0
2011,10,28,23,24.87,5.87,78.56,17.27,0
2011,10,29,0,24.4,6.19,90,16.97,0
2011,10,29,1,24.05,6.32,96.39,16.72,0
2011,10,29,2,23.79,6.25,97.33,16.54,0
2011,10,29,3,23.58,6.25,94.88,16.36,0
2011,10,29,4,23.4,6.48,92.28,16.11,0
2011,10,29,5,23.23,6.78,90.53,15.93,0
2011,10,29,6,23.08,6.93,90.26,15.75,0
2011,10,29,7,23.33,6.66,90.47,15.75,0
2011,10,29,8,23.92,6.3,92.2,15.93,0
2011,10,29,9,24.81,6.4,96.09,16.36,0
2011,10,29,10,25.98,6.34,100.3,16.85,0
2011,10,29,11,27.21,6.12,103.36,17.21,0
2011,10,29,12,28.35,5.51,104.12,17.52,0
2011,10,29,13,29.29,4.86,102.9,17.7,0
2011,10,29,14,29.78,3.99,98.78,17.76,0
2011,10,29,15,29.98,3.3,91.22,17.88,0.03
2011,10,29,16,29.62,2.81,84.1,17.64,0.51
2011,10,29,17,28.84,1.65,77.68,17.94,0.15
2011,10,29,18,28.78,0.5,40.6,16.48,0.05
2011,10,29,19,28.15,0.77,324.87,16.48,0.01
2011,10,29,20,27.36,1.28,336.57,16.72,0.01
2011,10,29,21,26.42,1.81,358.26,17.15,0.03
2011,10,29,22,25.62,2.43,16.05,17.33,0.1
2011,10,29,23,24.97,2.99,34.02,17.33,0.14
2011,10,30,0,24.53,3.51,54.43,17.09,0.16
2011,10,30,1,24.12,4.15,73.61,16.72,0.14
2011,10,30,2,23.76,4.7,85.33,16.42,0.12
2011,10,30,3,23.39,5.17,91.91,16.11,0.09
2011,10,30,4,23.02,5.69,95.59,15.81,0.04
2011,10,30,5,22.72,6.27,97.88,15.62,0.03
2011,10,30,6,22.62,6.74,99.81,15.5,0.02
2011,10,30,7,23.73,6.38,102.01,15.93,0.02
2011,10,30,8,25.26,5.62,108.56,16.78,0
2011,10,30,9,27.55,5.94,116.46,17.52,0
2011,10,30,10,29.31,6.02,123.36,17.82,0
2011,10,30,11,30.37,5.22,129.48,18.07,0
2011,10,30,12,30.95,4.06,135.7,18.31,0
2011,10,30,13,31.16,2.99,145.11,18.37,0
2011,10,30,14,31.03,2.07,160.61,18.31,0
2011,10,30,15,30.8,1.3,186.23,18.19,0
2011,10,30,16,30.44,0.83,226.14,18.07,0
2011,10,30,17,28.87,1.42,273.79,18.86,0
2011,10,30,18,27.12,2.76,285.1,19.23,0
2011,10,30,19,26.28,3.16,293.27,18.86,0
2011,10,30,20,25.9,2.78,304.14,18.55,0
2011,10,30,21,25.73,2.31,323.52,18.31,0
2011,10,30,22,25.43,2.37,350.51,18.13,0
2011,10,30,23,24.98,2.84,18.63,17.94,0
2011,10,31,0,24.5,3.68,45.17,17.58,0
2011,10,31,1,24.08,4.81,65.43,17.03,0
2011,10,31,2,23.65,5.77,78.92,16.24,0
2011,10,31,3,22.99,6.46,88.27,15.32,0
2011,10,31,4,22.28,7.04,94.71,14.53,0
2011,10,31,5,21.76,7.54,98.94,14.04,0
2011,10,31,6,21.51,7.9,101.3,13.79,0
2011,10,31,7,22.63,7.14,101.94,14.16,0
2011,10,31,8,24.31,5.62,103.09,15.14,0
2011,10,31,9,26.78,5.35,109.25,16.6,0
2011,10,31,10,29.15,5.9,115.31,16.72,0
2011,10,31,11,30.52,5.38,117.57,16.72,0
2011,10,31,12,31.33,4.48,118.22,16.6,0
2011,10,31,13,31.7,3.51,119.76,16.36,0
2011,10,31,14,31.93,2.5,118.57,16.05,0
2011,10,31,15,32.2,1.76,104.1,15.56,0
2011,10,31,16,31.95,1.63,77.56,14.34,0
2011,10,31,17,29.9,1.34,20.44,16.36,0
2011,10,31,18,27.65,2.52,339.65,16.36,0
2011,10,31,19,26.11,3.53,344.09,16.54,0
2011,10,31,20,25.19,4.03,359.67,16.3,0
2011,10,31,21,24.5,4.42,21.26,15.93,0
2011,10,31,22,23.82,5.04,44.12,15.44,0
2011,10,31,23,23.19,5.91,64.04,14.95,0
2011,11,1,0,22.62,6.85,78.61,14.47,0
2011,11,1,1,22.01,7.55,87.39,13.98,0
2011,11,1,2,21.46,7.83,91.26,13.61,0
2011,11,1,3,21.03,7.99,92.64,13.37,0
2011,11,1,4,20.64,8.04,92.4,13.24,0
2011,11,1,5,20.3,8.03,91.45,13.18,0
2011,11,1,6,20.12,8.05,91.39,13.06,0
2011,11,1,7,21.19,7.23,91.73,13.37,0
2011,11,1,8,23.21,6,93.13,14.34,0
2011,11,1,9,25.86,5.63,97.49,15.87,0
2011,11,1,10,28.5,6.11,101.35,16.17,0
2011,11,1,11,30.21,5.5,101.39,16.24,0
2011,11,1,12,31.08,4.41,96.92,16.17,0
2011,11,1,13,31.51,3.48,88.97,16.24,0
2011,11,1,14,31.48,2.89,77.81,16.17,0
2011,11,1,15,31.84,2.81,66.72,15.75,0
2011,11,1,16,31.12,2.81,58.65,14.77,0
2011,11,1,17,29.03,2.43,43.3,16.66,0
2011,11,1,18,27.95,2.33,25.02,15.32,0
2011,11,1,19,27.15,2.53,25.46,14.89,0
2011,11,1,20,26.46,2.66,37.24,14.4,0
2011,11,1,21,25.58,2.96,53.16,14.1,0
2011,11,1,22,24.43,3.59,65.44,14.04,0
2011,11,1,23,23.33,4.43,74.54,13.85,0
2011,11,2,0,22.5,5.42,82.97,13.61,0
2011,11,2,1,21.84,6.54,90.41,13.18,0
2011,11,2,2,21.4,7.57,95.86,12.94,0
2011,11,2,3,21.04,8.29,98.57,12.7,0
2011,11,2,4,20.72,8.66,98.41,12.57,0
2011,11,2,5,20.47,8.87,97.89,12.45,0
2011,11,2,6,20.38,8.96,98.12,12.45,0
2011,11,2,7,21.53,8.18,98.4,12.82,0
2011,11,2,8,23.47,6.79,99.14,13.73,0
2011,11,2,9,26.08,6.36,102.48,15.2,0
2011,11,2,10,28.76,7.12,106.39,15.62,0
2011,11,2,11,30.27,6.31,106.1,15.75,0
2011,11,2,12,31.13,5.07,103.18,15.69,0
2011,11,2,13,31.34,3.84,99.37,15.93,0
2011,11,2,14,31.55,2.94,92.89,15.81,0
2011,11,2,15,32.01,2.63,83.53,15.26,0
2011,11,2,16,31.19,2.4,74.88,14.53,0
2011,11,2,17,29.67,1.58,57.72,15.75,0
2011,11,2,18,28.98,1.17,26.22,14.28,0
2011,11,2,19,28.2,1.31,29.62,14.04,0
2011,11,2,20,26.89,1.89,53.56,14.47,0
2011,11,2,21,25.23,3.14,71.7,14.95,0
2011,11,2,22,23.65,4.8,80.83,15.08,0
2011,11,2,23,22.68,6.38,85.78,14.53,0
2011,11,3,0,22.02,7.45,89.58,13.98,0
2011,11,3,1,21.48,8.02,93.13,13.49,0
2011,11,3,2,21.04,8.07,94.61,13.18,0
2011,11,3,3,20.67,8.01,94.14,13.06,0
2011,11,3,4,20.41,7.99,94.09,13,0
2011,11,3,5,20.18,7.99,94.66,12.94,0
2011,11,3,6,20.05,7.99,95.55,12.88,0
2011,11,3,7,21.12,7.23,96.51,13.12,0
2011,11,3,8,23.05,5.93,97.72,13.92,0
2011,11,3,9,25.62,5.65,101.48,15.2,0
2011,11,3,10,28.26,6.01,104.22,15.44,0
2011,11,3,11,30.12,4.81,105.46,15.56,0
2011,11,3,12,30.98,3.27,104.97,15.56,0
2011,11,3,13,31.51,1.91,98.96,15.5,0
2011,11,3,14,31.63,1.03,68.68,15.08,0
2011,11,3,15,31.82,1.28,30.78,15.14,0
2011,11,3,16,31.2,1.87,20.78,14.28,0
2011,11,3,17,28.85,2.18,3.91,16.24,0
2011,11,3,18,27.44,2.45,356.34,15.2,0
2011,11,3,19,26.68,2.53,6.91,14.65,0
2011,11,3,20,25.9,2.68,27.76,14.28,0
2011,11,3,21,24.83,3.19,50.57,14.1,0
2011,11,3,22,23.56,4.17,68.2,14.04,0
2011,11,3,23,22.58,5.37,79.44,13.67,0
2011,11,4,0,21.85,6.62,86.55,13.31,0
2011,11,4,1,21.29,7.62,90.88,12.94,0
2011,11,4,2,20.8,8.12,93.97,12.7,0
2011,11,4,3,20.37,8.41,96.03,12.45,0
2011,11,4,4,20,8.59,96.9,12.15,0
2011,11,4,5,19.63,8.7,98,11.84,0
2011,11,4,6,19.39,8.76,99.13,11.66,0
2011,11,4,7,20.39,7.99,100.48,11.84,0
2011,11,4,8,22.4,6.62,103.1,12.76,0
2011,11,4,9,25.17,6.12,111.49,14.47,0
2011,11,4,10,28.07,6.32,119.45,15.81,0
2011,11,4,11,29.94,5.19,122.47,16.48,0
2011,11,4,12,30.85,3.82,122.39,16.66,0
2011,11,4,13,31.27,2.61,119.64,16.66,0
2011,11,4,14,31.38,1.67,108.6,16.36,0
2011,11,4,15,31.33,1.22,82.65,16.24,0
2011,11,4,16,31.12,1.32,58.28,15.81,0
2011,11,4,17,29.38,1.33,19.61,16.66,0
2011,11,4,18,27.78,1.97,349.49,16.11,0
2011,11,4,19,26.61,2.65,354.07,15.99,0
2011,11,4,20,25.51,3.25,8.71,15.87,0
2011,11,4,21,24.5,4.01,25.52,15.56,0
2011,11,4,22,23.61,4.96,42.77,14.95,0
2011,11,4,23,22.85,5.99,58.18,14.28,0
2011,11,5,0,22.2,7.01,70.13,13.67,0
2011,11,5,1,21.71,7.83,79.42,13.31,0
2011,11,5,2,21.35,8.2,85.96,13.24,0
2011,11,5,3,21.04,8.34,90.43,13.12,0
2011,11,5,4,20.76,8.4,92.83,13.06,0
2011,11,5,5,20.5,8.46,94.45,12.94,0
2011,11,5,6,20.33,8.48,96.29,12.82,0
2011,11,5,7,21.19,7.85,98.94,12.94,0
2011,11,5,8,22.99,6.6,102.29,13.61,0
2011,11,5,9,25.45,5.84,107.2,15.08,0
2011,11,5,10,28.15,5.94,113.4,15.93,0
2011,11,5,11,30.37,4.82,117.4,16.17,0
2011,11,5,12,31.37,3.19,117.13,16.3,0
2011,11,5,13,31.81,1.87,109.8,16.24,0
2011,11,5,14,32,0.97,83.97,15.93,0
2011,11,5,15,31.96,0.96,38.08,16.11,0
2011,11,5,16,31.62,1.35,23.59,15.14,0
2011,11,5,17,29.45,1.69,341.98,16.72,0
2011,11,5,18,27.44,2.64,321,16.42,0
2011,11,5,19,26.41,2.98,323.22,16.17,0
2011,11,5,20,25.82,2.83,333.08,15.81,0
2011,11,5,21,25.48,2.52,351.62,15.38,0
2011,11,5,22,24.93,2.57,23.13,15.01,0
2011,11,5,23,23.8,3.52,52.75,14.89,0
2011,11,6,0,22.76,5.04,69.49,14.47,0
2011,11,6,1,22.01,6.44,78.88,13.73,0
2011,11,6,2,21.38,7.44,84.94,13.06,0
2011,11,6,3,20.84,8.05,89.72,12.51,0
2011,11,6,4,20.38,8.43,94.31,12.15,0
2011,11,6,5,20.01,8.7,98.99,11.78,0
2011,11,6,6,19.81,8.82,103.31,11.66,0
2011,11,6,7,21.01,8,106.51,12.02,0
2011,11,6,8,22.98,6.3,108.05,13.12,0
2011,11,6,9,25.6,5.18,110.76,15.01,0
2011,11,6,10,28.44,5.62,117.67,15.32,0
2011,11,6,11,30.39,5.09,120.15,15.14,0
2011,11,6,12,31.44,3.95,118.34,15.14,0
2011,11,6,13,32.03,2.94,111.86,15.26,0
2011,11,6,14,32.24,2.4,102.23,15.38,0
2011,11,6,15,32.72,2.38,92.45,14.83,0
2011,11,6,16,31.92,2.16,88.55,14.16,0
2011,11,6,17,30.74,1.03,91.74,14.34,0
2011,11,6,18,30.06,0.09,217.87,13.55,0
2011,11,6,19,29.05,0.41,270,13.67,0
2011,11,6,20,28.33,0.26,310.03,13.61,0
2011,11,6,21,27.58,0.56,47.25,13.55,0
2011,11,6,22,26.28,1.49,65.85,13.49,0
2011,11,6,23,24.94,2.39,70.91,13.61,0
2011,11,7,0,23.62,3.29,76.69,13.49,0
2011,11,7,1,22.41,4.24,83.12,13.18,0
2011,11,7,2,21.55,4.99,89.55,12.63,0
2011,11,7,3,20.83,5.69,95.12,12.15,0
2011,11,7,4,20.22,6.31,99.12,11.72,0
2011,11,7,5,19.71,6.83,102.15,11.35,0
2011,11,7,6,19.45,7.26,104.51,11.17,0
2011,11,7,7,21.28,7.09,106.78,11.6,0
2011,11,7,8,23.02,5.82,110.26,12.08,0
2011,11,7,9,25.14,4.53,115.11,13.98,0
2011,11,7,10,28.02,4.07,123.72,14.53,0
2011,11,7,11,30.08,3.63,129.93,14.16,0
2011,11,7,12,31.42,3.02,133.95,14.16,0
2011,11,7,13,32.09,2.33,140.71,14.22,0
2011,11,7,14,32.27,1.76,145.32,14.16,0
2011,11,7,15,32.77,1.32,139.33,12.94,0
2011,11,7,16,32.03,1,139.74,12.45,0
2011,11,7,17,30.41,0.78,200.62,13.31,0
2011,11,7,18,28.44,1.55,245.89,13.18,0
2011,11,7,19,27.25,1.88,258.74,13.06,0
2011,11,7,20,26.37,1.87,270,13.06,0
2011,11,7,21,25.81,1.64,283.18,13,0
2011,11,7,22,25.5,1.27,304.76,12.94,0
2011,11,7,23,25.22,1.05,343.05,12.94,0
2011,11,8,0,24.34,1.3,23.33,13.06,0
2011,11,8,1,23.38,1.88,45,13.12,0
2011,11,8,2,22.56,2.47,56.76,13.06,0
2011,11,8,3,21.8,3,64.37,12.88,0
2011,11,8,4,21.19,3.48,69.94,12.63,0
2011,11,8,5,20.73,3.99,75.36,12.33,0
2011,11,8,6,20.48,4.53,80.57,12.08,0
2011,11,8,7,22.3,4.92,84.9,13.12,0
2011,11,8,8,24.05,4.52,89.6,12.45,0
2011,11,8,9,25.46,3.62,93.71,13.24,0
2011,11,8,10,28.37,3.23,88.47,13.12,0
2011,11,8,11,30.22,2.93,84.64,13.12,0
2011,11,8,12,31.12,2.55,83.85,13.24,0
2011,11,8,13,31.55,2.06,83.47,13.24,0
2011,11,8,14,31.88,1.65,74.39,13.12,0
2011,11,8,15,32.21,1.7,57.77,12.21,0
2011,11,8,16,31.04,1.59,28.84,12.08,0
2011,11,8,17,28.44,2.21,329.9,15.26,0
